doc_id,text,category_name,subset
train_rec_sport_baseball_0520,"Another word (offense) makes them my pick for last too.
(Well, there's also my policy of never picking a Buck Rodgers' team for last)

The 1961 Angels were  1/2 game out of 7th. The Athletics and
expansion Senators finished tied for last.
The 1962 Colt 45's finshed 8th - ahead of the Cubs (the Mets were last).
The 1969 Royals finshed 4th - ahead of the White Sox (the Pilots in last).
The 1977 Mariners finished 6th - ahead of the Athletics(in last).

Apparently being an expansion team with a poor A's or Chicago
team around is a `good thing'

This may be an appropriate comparison.
The 1929-31 Yankees finshed 2nd, 3rd and 2nd finshing
18, 16 and 13-1/2 games out of first.
In 1933,'34 and '35 they also finished second ( though they were only
7, 7 and 3 games out).
Even great teams can lose - That's why they play the season.
(on the other hand.. I'm still picking the Braves to go all the way)",rec.sport.baseball,train
train_rec_sport_baseball_0556,":
It's i before e except after c, and in people named kEIth.

Learn to spell.  It's Ryne.

How can Brooks be # 6?  I think he would at least be ahead of Ron Santo.

***********************
1a)  Darren Daulton   *       MVP 1993
***********************",rec.sport.baseball,train
train_rec_sport_baseball_0588,"Stankiewicz?  I doubt it.

Koufax was one of two Jewish HOFs: the other is Hank Greenberg.

Other good players: Buddy Myer, Johnny Kling, Norm and Larry Sherry,
Ken Holtzman, Saul Rogovin, Ed Reulbach.

There have been over 150 Jewish major leaguers.  A few years ago there
was an article about someone who keeps track of this in Spy magazine;
the article was entitled ""Jews on First,"" of course.

There have also been at least two books on the subject.",rec.sport.baseball,train
train_rec_sport_baseball_0593,"And then   (cs1442aq) quoth:

That's too bad.  I really had hoped Nolan could end his career with a great
year.  I suppose there is still hope.",rec.sport.baseball,train
train_sci_med_0084,"Essential tremor is a progressive hereditary tremor that gets worse
when the patient tries to use the effected member.  All limbs, vocal
cords, and head can be involved.  Inderal is a beta-blocker and
is usually effective in diminishing the tremor.  Alcohol and mysoline
are also effective, but alcohol is too toxic to use as a treatment.
--
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
|  it is shameful to surrender it too soon.""",sci.med,train
train_sci_med_0097,"I recently attended an allery seminar.  Steroid Nasal sprays were
discussed.  Afterward on a one-on-one basis, I asked the speaker what if
none of the Vancanese, Beconase, Nasalide, Nasalcort, or Nasalchrom work
nor do any oral decongestants work.  She replied that she saw an article on
Vasomotor Rhinitis.  That this is not an allergic reaction and that nothing
other than the Afrin's and such would work.  (Which in my case is true).

I want to find out as much as possible about this, since I am going to see
my allergist in May and want to be armed to the hilt with information;
since nothing he has done with me has helped me at all and I have had no
relief for 14 months.",sci.med,train
train_sci_med_0191,"Someone I know has recently been diagnosed as having Candida Albicans,
a disease about which I can find no information.  Apparently it has something
to do with the body's production of yeast while at the same time being highly
allergic to yeast.  Can anyone out there tell me any more about it?

Thanks.",sci.med,train
train_sci_med_0192,"------------- cut here -----------------
University of Arizona
Tucson, Arizona

Suggested Reading

Tan SL, Royston P, Campbell S, Jacobs HS, Betts J, Mason B, Edwards RG (1992).
Cumulative conception and Livebirth rates after in-vitro fertilization. Lancet
339:1390-1394.

For further information, call:
Physicians' Resource Line
1-800-328-5868
in Tucson:
694-5868

HICNet Medical Newsletter                                              Page 28
Volume  6, Number 10                                           April 20, 1993

::
Articles
::

LOW LEVELS OF AIRBORNE PARTICLES LINKED
TO SERIOUS ASTHMA ATTACKS
American Lung Association

A new study published by the American Lung Association has shown that
surprisingly low concentrations of airborne particles can send people with
asthma rushing to emergency rooms for treatment.
The Seattle-based study showed that roughly one in eight emergency visits
for asthma in that city was linked to exposure to particulate air pollution.
The actual exposure levels recorded in the study were far below those deemed
unsafe under federal air quality laws.
""People with asthma have inflamed airways, and airborne particles tend to
exacerbate that inflammation,"" said Joel Schwartz, Ph.D., of the Environmental
Protection Agency, who was the lead author of the study.  ""When people are on
the threshold of having, a serious asthma attack, particles can push them over
the edge.""
The Seattle Study correlated 13 months of asthma emergency room visits
with daily levels of PM,,. or particulate matter with an aerodynamic diameter
of 10 microns or less.  These finer particles are considered hazardous because
they are small enough penetrate into the lung.  Cities are considered out of
compliance with clean air laws if the 24-hour average concentration of PM10
exceeds 150 micrograms per cubic millimeter of air.
In Seattle however, a link between fine particles and asthma was found at
levels as low as 30 micrograms.  The authors concluded that for every 30
microgram increase in the four-day average of PM10, the odds of someone with
asthma needing emergency treatment increased by 12 percent.
The findings were published in the April American Review of Respiratory
Disease, an official journal of the American Thoracic Society, the Lung
Association's medical section.
The study is the latest in a series of recent reports to suggest that
particulate matter is a greatly under appreciated health threat.  A 1992 study
by Dr. Schwartz and Douglas Dockery, Ph.D., of Harvard found that particles
may be causing roughly 60,000 premature deaths each year in the United States.
Other studies have linked particulate matter to increased respiratory symptoms
and bronchitis in children.
""Government officials and the media are still very focused on ozone,""
says Dr. Schwartz.  ""But more and more research is showing that particles are
bad actors as well.""      One problem in setting, standards for particulate
air pollution is that PMIO is difficult to study.  Unlike other regulated
pollutants such as ozone and carbon monoxide, particulate matter is a complex
and varying mixture of substances, including carbon, hydrocarbons, dust, and

HICNet Medical Newsletter                                              Page 29
Volume  6, Number 10                                           April 20, 1993

acid aerosols.
""Researchers can't Put people in exposure chambers to study the effects
of particulate air pollution,"" says Dr. Schwartz.  ""We have no way of
duplicating the typical urban mix of particles.  "" Consequently, most of what
is known about particulates has been learned through population-based research
like the Seattle study.
Given that the EPA's current priority is to review the ozone and sulfur
dioxide standards, the agency is unlikely to reexamine the PM10 standard any
time soon.  Until changes are made, there appears to be little people with
asthma can do to protect themselves from airborne particles.
""In some areas, you can get reports on air quality, but the reports only
cover the pollutant that is closest to violating its standard, and that's
rarely particulate matter,"" says Dr.  Schwartz.  ""However, PM10 doesn't have
to be near its violation range to be unhealthy.""

HICNet Medical Newsletter                                              Page 30
Volume  6, Number 10                                           April 20, 1993

NIH Consensus Development Conference on Melanoma

The National Institutes of Health Consensus Development Conference on
Diagnosis and Treatment of Early Melanoma brought together experts in
dermatology, pathology, epidemiology, public education, surveillance
techniques, and potential new technologies as well as other health care
professionals and the public to address (1) the clinical and histological
characteristics of early melanoma; (2) the appropriate diagnosis, management,
and followup of patients with early melanoma; (3) the role of dysplastic nevi
and their significance; and (4) the role of education and screening in
preventing melanoma morbidity and mortality.  Following 2 days of
presentations by experts and discussion by the audience, a consensus panel
weighed the scientific evidence and prepared their consensus statement.

Among their findings, the panel recommended that (1) melanoma in situ is a
distinct entity effectively treated surgically with 0.5 centimeter margins;
(2) thin invasive melanoma, less than 1 millimeter thick, has the potential
for long-term survival in more than 90 percent of patients after surgical
excision with a 1 centimeter margin; (3) elective lymph node dissections and
extensive staging evaluations are not recommended in early melanoma; (4)
patients with early melanoma are at low risk for relapse but may be at high
risk for development of subsequent melanomas and should be followed closely;
(5) some family members of patients with melanoma are at increased risk for
melanoma and should be enrolled in surveillance programs; and (6) education
and screening programs have the potential to decrease morbidity and mortality
from melanoma.

A copy of the full text of the consensus panel's statement is available by
calling the NIH Office of Medical Applications of Research at (301) 496-1143
or by writing to:  Office of Medical Applications of Research, National
Institutes of Health, Federal Building, Room 618, Bethesda, MD 20892.

HICNet Medical Newsletter                                              Page 31
Volume  6, Number 10                                           April 20, 1993

NCI-Designated Cancer Centers

The Cancer Centers Program is comprised of 55 NCI-designated Cancer Centers
actively engaged in multidisciplinary research efforts to reduce cancer
incidence, morbidity, and mortality.  Within the program, there are four types
of cancer centers:  basic science cancer centers (14), which engage primarily
in basic cancer research; clinical cancer centers (12), which focus on
clinical research; ""comprehensive"" cancer centers (28), which emphasize a
multidisciplinary approach to cancer research, patient care, and community
outreach; and consortium cancer centers (1), which specialize in cancer
prevention and control research.

Although some cancer centers existed in the late 1960s and the 1970s, it was
the National Cancer Act of 1971 that authorized the establishment of 15 new
cancer centers, as well as continuing support for existing ones.  The passage
of the act also dramatically transformed the centers' structure and broadened
the scope of their mission to include all aspects of basic, clinical, and
cancer control research.  Over the next two decades, the centers' program grew
progressively.

In 1990, there were 19 comprehensive cancer centers in the nation. Today,
there are 28 of these institutions, all of which meet specific NCI criteria
for comprehensive status.

To attain recognition from the NCI as a comprehensive cancer center, an
institution must pass rigorous peer review.  Under guidelines newly
established in 1990, the eight criteria for ""comprehensiveness"" include the
requirement that a center have a strong core of basic laboratory research in
several scientific fields, such as biology and molecular genetics, a strong
program of clinical research, and an ability to transfer research findings
into clinical practice.

Moreover, five of the criteria for comprehensive status go significantly
beyond that required for attaining a Cancer Center Support Grant (also
referred to as a P30 or core grant), the mechanism of choice for supporting
the infrastructure of a cancer center's operations.  These criteria encompass
strong participation in NCI-designated high-priority clinical trials,
significant levels of cancer prevention and control research, and important
outreach and educational activities--all of which are funded by a variety of
sources.

The other types of cancer centers also have special characteristics and
capabilities for organizing new programs of research that can exploit
important new findings or address timely research questions.

HICNet Medical Newsletter                                              Page 32
Volume  6, Number 10                                           April 20, 1993

Of the 55 NCI-designated Cancer Centers, 14 are of the basic science type.
These centers engage almost entirely in basic research, although some centers
engage in collaborative research with outside clinical research investigators
and in cooperative projects with industry to generate medical applications
from new discoveries in the laboratory.

Clinical cancer centers, in contrast, focus on both basic research and
clinical research within the same institutional framework, and frequently
incorporate nearby affiliated clinical research institutions into their
overall research programs.  There are 12 such centers today.

Finally, consortium cancer centers, of which there is one, are uniquely
structured and concentrate on clinical research and cancer prevention and
control research.  These centers interface with state and local public health
departments for the purpose of achieving the transfer of effective prevention
and control techniques from their research findings to those institutions
responsible for implementing population-wide public health programs.
Consortium centers also are heavily engaged in collaborations with
institutions that conduct clinical trial research and coordinate community
hospitals within a network of cooperating institutions in clinical trials.

Together, the 55 NCI-Designated Cancer Centers continue to work toward
creating new and innovative approaches to cancer research, and through
interdisciplinary efforts, to effectively move this research from the
laboratory into clinical trials and into clinical practice.

Comprehensive Cancer Centers (Internet addresses are given where available)

University of Alabama at Birmingham Comprehensive Cancer Center
Basic Health Sciences Building, Room 108
1918 University Boulevard
Birmingham, Alabama 35294
(205) 934-6612

University of Arizona Cancer Center
1501 North Campbell Avenue
Tucson, Arizona 85724
(602) 626-6372
Internet:

Jonsson Comprehensive Cancer Center
University of California at Los Angeles
200 Medical Plaza
Los Angeles, California 90027
(213) 206-0278

HICNet Medical Newsletter                                              Page 33
Volume  6, Number 10                                           April 20, 1993

Internet:

Kenneth T. Norris Jr. Comprehensive Cancer Center
University of Southern California
1441 Eastlake Avenue
Los Angeles, California  90033-0804
(213) 226-2370

Yale University Comprehensive Cancer Center
333 Cedar Street
New Haven, Connecticut 06510
(203) 785-6338

Lombardi Cancer Research Center
Georgetown University Medical Center
3800 Reservoir Road, N.W.
Washington, D.C. 20007
(202) 687-2192

Sylvester Comprehensive Cancer Center
University of Miami Medical School
1475 Northwest 12th Avenue
Miami, Florida 33136
(305) 548-4800
Internet:

Johns Hopkins Oncology Center
600 North Wolfe Street
Baltimore, Maryland 21205
(410) 955-8638

Dana-Farber Cancer Institute
44 Binney Street
Boston, Massachusetts 02115
(617) 732-3214
Internet:

Meyer L. Prentis Comprehensive Cancer Center of Metropolitan
Detroit
110 East Warren Avenue
Detroit, Michigan 48201
(313) 745-4329
Internet:

University of Michigan Cancer Center

HICNet Medical Newsletter                                              Page 34
Volume  6, Number 10                                           April 20, 1993

101 Simpson Drive
Ann Arbor, Michigan 48109-0752
(313) 936-9583
BITNET:

Mayo Comprehensive Cancer Center
200 First Street Southwest
Rochester, Minnesota 55905
(507) 284-3413

Norris Cotton Cancer Center
Dartmouth-Hitchcock Medical Center
One Medical Center Drive
Lebanon, New Hampshire 03756
(603) 646-5505
BITNET:

Roswell Park Cancer Institute
Elm and Carlton Streets
Buffalo, New York 14263
(716) 845-4400

Columbia University Comprehensive Cancer Center
College of Physicians and Surgeons
630 West 168th Street
New York, New York 10032
(212) 305-6905
Internet:

Memorial Sloan-Kettering Cancer Center
1275 York Avenue
New York, New York 10021
(800) 525-2225

Kaplan Cancer Center
New York University Medical Center
462 First Avenue
New York, New York 10016-9103
(212) 263-6485

UNC Lineberger Comprehensive Cancer Center
University of North Carolina School of Medicine
Chapel Hill, North Carolina 27599
(919) 966-4431

HICNet Medical Newsletter                                              Page 35
Volume  6, Number 10                                           April 20, 1993

Duke Comprehensive Cancer Center
P.O. Box 3814
Durham, North Carolina 27710
(919) 286-5515

Cancer Center of Wake Forest University at the Bowman Gray School
of Medicine
300 South Hawthorne Road
Winston-Salem, North Carolina 27103
(919) 748-4354
Internet:

Ohio State University Comprehensive Cancer Center
300 West 10th Avenue
Columbus, Ohio 43210
(614) 293-5485
Internet:

Fox Chase Cancer Center
7701 Burholme Avenue
Philadelphia, Pennsylvania 19111
(215) 728-2570
Internet:

University of Pennsylvania Cancer Center
3400 Spruce Street
Philadelphia, Pennsylvania 19104
(215) 662-6364

Pittsburgh Cancer Institute
200 Meyran Avenue
Pittsburgh, Pennsylvania 15213-2592
(800) 537-4063

The University of Texas M.D. Anderson Cancer Center
1515 Holcombe Boulevard
Houston, Texas 77030
(713) 792-3245

Vermont Cancer Center
University of Vermont
1 South Prospect Street
Burlington, Vermont 05401
(802) 656-4580

HICNet Medical Newsletter                                              Page 36
Volume  6, Number 10                                           April 20, 1993

Fred Hutchinson Cancer Research Center
1124 Columbia Street
Seattle, Washington 98104
(206) 667-4675
Internet:

University of Wisconsin Comprehensive Cancer Center
600 Highland Avenue
Madison, Wisconsin 53792
(608) 263-8600
BITNET:

Clinical Cancer Centers

University of California at San Diego Cancer Center
225 Dickinson Street
San Diego, California 92103
(619) 543-6178
Internet:

City of Hope National Medical Center
Beckman Research Institute
1500 East Duarte Road
Duarte, California 91010
(818) 359-8111 ext. 2292

University of Colorado Cancer Center
4200 East 9th Avenue, Box B188
Denver, Colorado 80262
(303) 270-7235

University of Chicago Cancer Research Center
5841 South Maryland Avenue, Box 444
Chicago, Illinois 60637
(312) 702-6180
Internet:

Albert Einstein College of Medicine
1300 Morris Park Avenue
Bronx, New York 10461
(212) 920-4826

HICNet Medical Newsletter                                              Page 37
Volume  6, Number 10                                           April 20, 1993

University of Rochester Cancer Center
601 Elmwood Avenue, Box 704
Rochester, New York 14642
(716) 275-4911
Internet:

Ireland Cancer Center Case Western Reserve University
University Hospitals of Cleveland
2074 Abington Road
Cleveland, Ohio 44106
(216) 844-5432

Roger Williams Cancer Center
Brown University
825 Chalkstone Avenue
Providence, Rhode Island 02908
(401) 456-2071

St. Jude Children's Research Hospital
332 North Lauderdale Street
Memphis, Tennessee 38101-0318
(901) 522-0306
Internet:

Institute for Cancer Research and Care
4450 Medical Drive
San Antonio, Texas 78229
(512) 616-5580

Utah Regional Cancer Center
University of Utah Health Sciences Center
50 North Medical Drive, Room 2C110
Salt Lake City, Utah 84132
(801) 581-4048
BITNET:

Massey Cancer Center
Medical College of Virginia
Virginia Commonwealth University
1200 East Broad Street
Richmond, Virginia 23298
(804) 786-9641

Consortia

HICNet Medical Newsletter                                              Page 38
Volume  6, Number 10                                           April 20, 1993

Drew-Meharry-Morehouse Consortium Cancer Center
1005 D.B. Todd Boulevard
Nashville, Tennessee 37208
(615) 327-6927

HICNet Medical Newsletter                                              Page 39
Volume  6, Number 10                                           April 20, 1993

::
General Announcments
::

THE UCI MEDICAL EDUCATION SOFTWARE REPOSITORY

This is to announce the establishment of an FTP site at the University of
California, for the collection of shareware, public-domain software and other
information relating to Medical Education.

Specifically, we are interested in establishing this site as a clearinghouse
for personally developed software that has been developed for local medical
education programs.  We welcome all contributions that may be shared with
other users.

To connect to the UCI Medical Education Software Repository, ftp to:

FTP.UCI.EDU

The Repository currently offers both MSDOS and Macintosh software, and we hope
to support other operating systems (UNIX, MUMPS, AMIGA?).

Uploads are welcome.  We actively solicit information and software which you
have personaly developed or have found useful in your local medical education
efforts, either as an instructor or student.

Once you have connected to the site via FTP, cd (change directory) to either
the med-ed/mac/incoming or the med-ed/msdos/incoming directories, change the
mode to binary and ""send"" or ""put"" your files.  Note that you won't be able to
see the files with the ""ls"" or ""dir"" commands.  Please compress your files as
appropriate to the operating system (ZIP for MSDOS; Compactor or something
similar for Macintosh) to save disk space.

After uploading, please send email to Steve Clancy ( ) (for
MSDOS) or Albert Saisho ( ) (for MAC) describing the file(s) you
have uploaded and any other information we might need to describe it.

Note that we can only accept software or information that has been designated
as shareware, public-domain or that may otherwise be distributed freely.
Please do not upload commercial software!  Doing so may jeopardize the
existence of this FTP site.

If you wish to upload software for other operating systems, please contact
either Steve Clancy, M.L.S. or Albert Saisho, M.D. at the addresses above.

HICNet Medical Newsletter                                              Page 40
Volume  6, Number 10                                           April 20, 1993

::
AIDS News Summaries
::

AIDS Daily Summary

The Centers for Disease Control and Prevention (CDC) National AIDS
Clearinghouse makes available the following information as a public  service
only. Providing this information does not constitute endorsement  by the CDC,
the CDC Clearinghouse, or any other organization. Reproduction  of this text
is encouraged; however, copies may not be sold.  Copyright 1993, Information,
Inc., Bethesda, MD

==================================================================
April 12, 1993
==================================================================

""NIH Set to Test Multiple AIDS Vaccines"" Reuters (04/08/93)  (Frank,
Jacqueline)

Washington--The Clinton administration will permit the National
Institutes of Health to test multiple AIDS vaccines instead of  only allowing
the Army to test a single vaccine, administration  sources said Thursday.  The
decision ends the controversy between Army AIDS researchers who had hoped to
test a vaccine made by  MicroGeneSys Inc. and the National Institutes of
Health, which  contended that multiple vaccines should be tested.  Health and
Human Services Secretary Donna Shalala said a final announcement  on the
therapeutic vaccine trials was expected to be made last  Friday.  Companies
including Genentech Inc., Chiron Corp., and  Immuno AG have already told NIH
that they are prepared to  participate in the vaccine tests.  The testing is
intended to  demonstrate whether AIDS vaccines are effective in thwarting the
replication of HIV in patients already infected.  Shalala refuted last week's
reports that the Clinton administration had decided  the Army's test of the
MicroGeneSys VaxSyn should proceed without tests of others at the same time.
""The report was inaccurate,  and I expect there to be some announcement in the
next 24 hours  about that particular AIDS research project,"" said Shalala.
Administration sources subsequently confirmed that NIH director  Dr. Bernadine
Healy and Food and Drug Administration Commissioner David Kessler had
convinced the White House that multiple  vaccines should be tested
simultaneously.  But MicroGeneSys  president Frank Volvovitz said a test of
multiple vaccines could  triple the cost of the trial and delay it by two
years.

==================================================================

HICNet Medical Newsletter                                              Page 41
Volume  6, Number 10                                           April 20, 1993

""The Limits of AZT's Impact on HIV"" U.S. News & World Report (04/12/93) Vol.
114, No. 14, P. 18

AZT has become the most widely used drug to fight AIDS since it  was
approved by the Food and Drug Administration in 1987.   Burroughs Wellcome,
the manufacturer of AZT, made $338 million  last year alone from sales of the
drug.  However, a team of  European researchers recently reported that
although HIV-positive patients taking AZT demonstrated a slightly lower risk
of  developing AIDS within the first year of treatment, that benefit
disappeared two years later.  The Lancet published preliminary  findings of
the three-year study, which could give more reason  for critics to argue the
drug's cost, side effects, and general  efficacy.  Even though U.S.
researchers concede the study was  more comprehensive than American trials,
many argue the European  researchers' suggestion that HIV-positive patients
experience  little improvement in their illness before the development of
AIDS symptoms.  In addition, researchers have long been familiar  with the
--------- end of part 3 ------------",sci.med,train
train_sci_med_0216,"OOPS. My original message died. I'll try again..
I always understood (perhaps wrongly..:)) that the bacteria in our digestive
tracts help us break down the components of milk. Perhaps the normal flora of
the intestine changes as one passes from childhood.
Is there a pathologist or microbiologist in the house?",sci.med,train
train_sci_med_0229,"As I understood it, MSG *is* natural.  Isn't it found in
tomatoes?

Anyway, lots of people are terribly allergic to lots of natural
things; peanuts, onions, tomatoes, milk, etc.  Just because something
is 'natural' doesn't mean it won't cause problems with some folks.

As for how foods taste:  If I'm not allergic to MSG and I like
the taste of it, why shouldn't I use it?  Saying I shouldn't use
it is like saying I shouldn't eat spicy food because my neighbor
has an ulcer.

People have long modified the taste of food by additives, whether
they be chiles, black pepper, salt, cream sauces, etc.  All of these
things cloud the flavor of the food.  Why do we bother with them?
How should food be tasted?  Isn't it better left to the diner?",sci.med,train
train_sci_med_0271,"Phenylketonuria is a disease in which the body cannot process phenylalanine.
It can build up in the blood and cause seizures and neurological damage.
An odd side effect is that the urine can be deeply colored, like red wine.
People with the condition must avoid Nutrasweet, chocolate, and anything
else rich in phenylalanine.",sci.med,train
train_sci_med_0395,"Recurrent Volvulus
-------------------

This is regarding recurrent volvulus which our little boy
has been suffering from ever since he was an infant. He had
a surgery when he was one year old. Another surgery had
to be performed one year after, when he was two years old.
He turned three this February and he is still getting
afflicted by this illness, like having to get hospitalised
for vomitting and accompanying stomach pain.He managed
not having a third surgery so far.

*  	One thing me and my wife noticed is that his affliction
peaks around the time he was born, on nearabouts, like in
March every year.  Any significance to this?

*	Why does this recur? Me and my family go through severe pain
when our little boy have to undergo surgery. Why does surgery
not rectify the situation?

*	Also, which hospital in US or Canada specialize in this malady?

*	What will be a good book explaining this disease in detail?

*	Will keeping a particular diet keep down the probability of
recurrence?

*	As time goes on, will the probability of recurrence go down
considering he is getting stronger and healthier and probably
less prone to attacks? Or is this assumption wrong?

*	Any help throwing light on these queries will be highly appreciated.
Thanks very much!",sci.med,train
train_sci_med_0402,"Yup.  By the way, what planet are you from, and once you got here, did
you encounter those prejudices against foreign medical graduates?",sci.med,train
train_sci_med_0563,"-*-----

I hope Gordon Banks did not mean to imply that notions such as
hard-to-see candida infections causing various problems should not
be investigated.  Many researchers have made breakthroughs by
figuring out how to investigate things that were previously thought
""virtually impossible to test for.""

Indeed, I would be surprised if ""candida overbloom"" were such a
phenomena.  I would think that candida would produce signature
byproducts whose measure would then set a lower bound on the
extent of recent infection.  I realize this might get quite
tricky and difficult, probably expensive, and likely inconvenient
or uncomfortable to the subjects, but that is not the same as
""virtually impossible.""",sci.med,train
train_sci_space_0007,"If by that you mean anything on the GD approach, there was an article on
it in a recent Avation Week. I don't remember the exact date but it was
recent.

Allen",sci.space,train
train_sci_space_0087,"I have before me a pertinent report from the United States General
Accounting Office:

National Aero-Space Plane: Restructuring Future Research and Development
Efforts
December 1992
Report number GAO/NSIAD-93-71

In the back it lists the following related reports:

NASP: Key Issues Facing the Program (31 Mar 92) GAO/T-NSIAD-92-26

Aerospace Plane Technology: R&D Efforts in Japan and Australia
(4 Oct 91) GAO/NSIAD-92-5

Aerospace Plane Technology: R&D Efforts in Europe (25 July 91)
GAO/NSIAD-91-194

Aerospace Technology: Technical Data and Information on Foreign
Test Facilities (22 Jun 90) GAO/NSIAD-90-71FS

Investment in Foreign Aerospace Vehicle Research and Technological
Development Efforts (2 Aug 89) GAO/T-NSIAD-89-43

NASP: A Technology Development and Demonstration Program to Build
the X-30 (27 Apr 88) GAO/NSIAD-88-122

On the inside back cover, under ""Ordering Information"" it says

""The first copy of each GAO report is free.  . . .  Orders
may also be placed by calling (202)275-6241
""

Dani",sci.space,train
train_sci_space_0133,"Could someone please send me the basics of the NASP project:
1. The proposal/objectives
2. The current status of the project/obstacles encountered
3. Chance that the project shall ever be completed
or any other interesting information about this project.

Any help will be much appreciated",sci.space,train
train_sci_space_0314,"No. I estimate a 99 % probability the Gehrels referred to
is Thomas Gehrels of the Spacewatch project, Kitt Peak observatory.

Maybe in the 24th century they could do gamma ray spectroscopy on
distant asteroids with an orbiting observatory, but here in the
primitive 20th we have to send a probe there to get gamma ray
spectroscopy done.

You have the info on Mayan Television yet?",sci.space,train
train_sci_space_0336,"..

Funny.  A bit disturbing.  Forging a posting seems somewhat unethical, even
if the subject is as notorious as McElwaine.

Followups should definitely not go to sci.space.",sci.space,train
train_sci_space_0347,"Whatabout, Schools, Universities, Rich Individuals (around 250 people
in the UK have more than 10 million dollars each). I reecieved mail
from people who claimed they might get a person into space for $500
per pound. Send a skinny person into space and split the rest of the money
among the ground crew!
Agreed. I volunteer for any UK attempts. But one clause: No launch methods
which are clearly dangerous to the environment (ours or someone else's). No
usage of materials from areas of planetary importance.

Yes: We should *do* this rather than talk about it. Lobby people!
The major problem with the space programmes is all talk/paperwork and
no action!",sci.space,train
train_sci_space_0440,"Well, first you work out how much cold gas you need, then make the
tanks big enough.

Working out how much cold gas is another problem, depending on
vehicle configuration, flight duration, thruster Isp (which couples
into storage pressure, which may be a factor in selecting tank
wall thickness etc.)",sci.space,train
train_sci_space_0493,"Hi,

I'm writing a science fiction script and I'm looking for some
answers to questions regarding the Moon and Earth. My starting point
is an impossible situation.  [I checked with a professor at berkeley
and his response was a VERY helpful ""can't happen"".] If you enjoy
playing with unusual ideas and are willing answer some questions
please contact me via e-mail ( ).

I get extremely annoyed when screen and tele-plays ignore basic
facts about computers that I'm determined to be as scientifically
accurate as I can.

Sorry for being vague, but I'd like to protect my idea as much as I
can until I'm ready to sell it (hopefully).",sci.space,train
train_sci_space_0570,"I have attached a copy of an announcement I picked up during my trip to
Moscow last week.  I have several friends at the Moscow Aviation
Institute who have asked me to post this announcement.  (I have done
some editing, but the contents is unchanged from the original
announcement.)

For those of you not familiar with the Moscow Aviation Institute, it is
the leading Russian school of higher education dedicated to the training
of aircraft and spacecraft designers.  It specializes in airframe
design, powerplant design, control systems, and power systems.
Virtually all of the major former Soviet airframe designers (Tupolev,
Su, Iluchine, Migoyan, etc.) were schooled at MAI.

I had the opportunity to tour the two museums that are maintained at
MAI.  The aircraft include Mig23, Su 27, Yak 38, the cockpit of an
F-111(!), among others.  It was a fascinating and eye opening
experience, expecially given the fact that the museum was, until a year
or so ago, closed to virtually everyone.  I also had the opportunity to
see some of the experiments being conducted with plasma drive engines
for future space craft use.

If you have any questions about the Institute, or the program, I would
be glad to try and answer them.  The institute, and most of it's faculty
have e-mail addresses.  However, it takes about a day or so for the
receiver to get the message.  They are still a bit antiquated - but they
are rapidly changing!

Steve Emmett

ps  please send any questions you have for me via e-mail.  George Mason
university has about a 2 week (!) delay in news feed delivery.

-------------------------------------------------------------------

MOSCOW INTERNATIONAL AVIATION SCHOOL

The aviation school ""Poljot"" (meaning Flight) is organized by the the
Moscow Aviation Institute, the prominent Russian Center of airspace
education and the foreign trade firm Poljot, well known in various
parts of the world for their quartz and mechanical wrist watches.

The course of studies will last only 50 days, but during this time
you will have the unique opportunity:
- to listen to intensive courses on the main aviation
disciplines, the history and theory of techniques, and design of
airplanes;
- to visit and get acquainted with the world known Russian
aviation firms - TU, MiG, Yak, Il and Su;
- to meet and have discussions with famous aviation
scientists, engineers and pilots;
- to visit the most interesting museums of unique aviation
techniques which were closed for many years to the public;
- to see the International Airspace Show which will take
place in Moscow from 31 August through 3 September 1993;
- to visit famous art museums, historical and architectural
monuments, theatres and concert halls;
- to take part in sport competitions and have a great time
with new friends.

The Director of the school is Mr. Oleg Samelovich, a well known
Russian scientist, professor, general designer and the Chief of the
Airplanes Design Department of the Moscow Aviation Institute.  Mr.
Samelovich is one of the designers of the the Su-24, Su-25, and Su-27

The lectures are given in English, using a multi-media concept.  The
students are provided with all the necessary text books and
literature.  After the full course of studies are completed, the
student will receive a special certificate of graduation.

The cost of studies, including hotel, meals, excursions, theatres,
etc is $3500.

To apply for admission, send your application to:

109147 Moscow Marksistskaja 34
Foreign Trade Firm ""Poljot""
274 00 13 (phone)
274 00 22 (FAX)
411989 POLEX SU (telex)

In your application, include your full name, address, date and place
of birth.  In addition, include complete passport information, as well
as a description of your education.

Upon receipt of this information, ""Poljot"" will immediately forward
to you an official invitation for obtaining a Russian entrance visa
as well as details on payment.

Should you require additional information, please do not hesitate to
contact us.

(signed)	O. Samelovich

------------------------------------------------------------------------

--

Steve Emmett",sci.space,train
train_sci_space_0592,"Actually, the ""ether"" stuff sounded a fair bit like a bizzare,
qualitative corruption of general relativity.  nothing to do with
the old-fashioned, ether, though.  maybe somebody could loan him
a GR text at a low level.

didn't get much further than that, tho.. whew.",sci.space,train
