doc_id,x,y,category_name,subset
test_comp_graphics_0133,-9.329919,5.155927,comp.graphics,test
test_comp_graphics_0144,-9.357242,8.082902,comp.graphics,test
test_comp_graphics_0202,-8.356837,5.6273947,comp.graphics,test
test_comp_graphics_0205,-6.0620737,7.006705,comp.graphics,test
test_comp_graphics_0251,-10.111264,5.7973576,comp.graphics,test
test_comp_graphics_0371,-10.055115,2.3965607,comp.graphics,test
test_comp_graphics_0387,-10.864348,6.38753,comp.graphics,test
test_rec_sport_baseball_0028,9.396381,0.7003549,rec.sport.baseball,test
test_rec_sport_baseball_0068,10.232712,5.504891,rec.sport.baseball,test
test_rec_sport_baseball_0092,7.093802,5.971766,rec.sport.baseball,test
test_rec_sport_baseball_0130,8.757883,-3.6544805,rec.sport.baseball,test
test_rec_sport_baseball_0211,13.207727,4.069799,rec.sport.baseball,test
test_rec_sport_baseball_0213,8.94195,2.6648276,rec.sport.baseball,test
test_rec_sport_baseball_0228,10.3159,4.2549105,rec.sport.baseball,test
test_rec_sport_baseball_0231,12.060994,3.4585614,rec.sport.baseball,test
test_rec_sport_baseball_0300,11.001564,1.4631957,rec.sport.baseball,test
test_rec_sport_baseball_0322,8.22844,1.5963073,rec.sport.baseball,test
test_sci_med_0016,-3.2229314,-11.000736,sci.med,test
test_sci_med_0051,5.6866555,-12.587285,sci.med,test
test_sci_med_0067,-4.359411,-8.418295,sci.med,test
test_sci_med_0068,-3.383695,-8.620815,sci.med,test
test_sci_med_0164,-5.199103,-11.828736,sci.med,test
test_sci_med_0174,-8.793039,3.8161528,sci.med,test
test_sci_med_0207,-3.4643383,-13.51055,sci.med,test
test_sci_med_0222,-1.7083857,-12.462145,sci.med,test
test_sci_med_0243,-0.15711908,-11.352065,sci.med,test
test_sci_med_0252,2.4222744,-10.53084,sci.med,test
test_sci_space_0141,-0.13537344,4.1235104,sci.space,test
test_sci_space_0151,-3.6061556,3.8133125,sci.space,test
test_sci_space_0180,-1.4753772,7.3444757,sci.space,test
test_sci_space_0237,-1.2412701,-1.3508266,sci.space,test
test_sci_space_0261,-6.4537396,-8.183979,sci.space,test
test_sci_space_0296,-1.418488,7.521686,sci.space,test
test_sci_space_0310,-1.16503,3.696952,sci.space,test
test_sci_space_0351,-0.11907299,-1.2952238,sci.space,test
test_sci_space_0368,-3.0891685,-0.043662257,sci.space,test
test_sci_space_0371,-5.5422816,-3.3321214,sci.space,test
test_talk_politics_misc_0012,3.544878,-0.58217573,talk.politics.misc,test
test_talk_politics_misc_0037,0.5272014,-5.7709293,talk.politics.misc,test
test_talk_politics_misc_0121,-6.339513,-9.07818,talk.politics.misc,test
test_talk_politics_misc_0163,4.1339283,-6.084707,talk.politics.misc,test
test_talk_politics_misc_0165,6.0096726,-11.116157,talk.politics.misc,test
test_talk_politics_misc_0174,4.27483,-3.805944,talk.politics.misc,test
test_talk_politics_misc_0175,6.7403774,-7.143087,talk.politics.misc,test
test_talk_politics_misc_0226,5.1731424,-1.6930637,talk.politics.misc,test
test_talk_politics_misc_0268,0.144109,-5.762833,talk.politics.misc,test
test_talk_politics_misc_0288,4.4021072,-5.580423,talk.politics.misc,test
